fips,state_abbr,county_name,smoking_rate,inactivity_rate,obesity_rate
29219,MO,Warren,17.1,29.6,38.7
29221,MO,Washington,22.9,33.8,41.3
29223,MO,Wayne,23.9,39.1,41.3
29225,MO,Webster,19.5,31.1,41.7
29227,MO,Worth,19.2,31.9,40.7
29229,MO,Wright,23.0,36.3,42.2
29510,MO,St. Louis,16.5,26.9,37.0
30001,MT,Beaverhead,13.1,19.9,28.3
30003,MT,Big Horn,24.7,28.3,35.8
30005,MT,Blaine,20.8,26.6,41.6
30007,MT,Broadwater,14.1,21.6,30.3
30009,MT,Carbon,13.4,22.2,33.0
30011,MT,Carter,15.9,24.9,32.9
30013,MT,Cascade,15.1,23.5,35.9
30015,MT,Chouteau,16.6,24.3,35.8
30017,MT,Custer,14.8,22.2,32.6
30019,MT,Daniels,14.2,22.6,33.5
30021,MT,Dawson,13.5,21.1,32.8
30023,MT,Deer Lodge,17.5,23.1,32.2
30025,MT,Fallon,14.7,22.0,31.4
30027,MT,Fergus,14.6,23.8,31.2
30029,MT,Flathead,12.9,19.3,30.8
30031,MT,Gallatin,9.7,13.9,23.0
30033,MT,Garfield,15.5,24.6,30.7
30035,MT,Glacier,26.5,32.2,39.7
30037,MT,Golden Valley,17.4,24.3,32.8
30039,MT,Granite,14.3,21.4,30.6
30041,MT,Hill,18.2,24.8,38.5
30043,MT,Jefferson,12.7,19.6,32.1
30045,MT,Judith Basin,15.7,22.3,31.5
30047,MT,Lake,16.2,21.9,33.0
30049,MT,Lewis and Clark,12.0,18.3,30.8
30051,MT,Liberty,18.6,25.4,34.0
30053,MT,Lincoln,17.4,27.0,37.6
30055,MT,McCone,12.7,22.6,32.4
30057,MT,Madison,12.7,17.3,28.7
30059,MT,Meagher,14.3,20.7,32.3
30061,MT,Mineral,15.6,22.3,35.8
30063,MT,Missoula,11.5,16.5,26.9
30065,MT,Musselshell,15.4,24.3,35.6
30067,MT,Park,13.5,22.2,30.0
30069,MT,Petroleum,13.9,20.6,32.9
30071,MT,Phillips,15.1,24.8,38.8
30073,MT,Pondera,19.1,29.1,37.5
30075,MT,Powder River,13.3,19.7,30.6
30077,MT,Powell,17.1,25.1,35.8
30079,MT,Prairie,17.5,30.9,34.0
30081,MT,Ravalli,12.7,20.4,31.7
30083,MT,Richland,13.8,22.3,37.9
30085,MT,Roosevelt,23.7,29.5,41.3
30087,MT,Rosebud,20.2,26.4,39.5
30089,MT,Sanders,17.5,26.2,34.9
30091,MT,Sheridan,14.7,21.6,35.5
30093,MT,Silver Bow,14.8,22.0,32.3
30095,MT,Stillwater,13.2,21.0,30.2
30097,MT,Sweet Grass,13.0,19.6,29.4
30099,MT,Teton,14.9,24.0,31.3
30101,MT,Toole,19.3,26.7,35.4
30103,MT,Treasure,14.4,23.6,34.1
30105,MT,Valley,15.1,24.6,32.7
30107,MT,Wheatland,17.9,26.8,32.3
30109,MT,Wibaux,14.4,24.1,32.5
30111,MT,Yellowstone,13.9,20.8,34.0
31001,NE,Adams,14.3,25.8,41.9
31003,NE,Antelope,14.4,26.0,42.4
31005,NE,Arthur,14.6,26.6,41.7
31007,NE,Banner,13.0,27.2,38.5
31009,NE,Blaine,15.5,29.2,38.8
31011,NE,Boone,14.8,26.8,33.4
31013,NE,Box Butte,15.3,28.7,38.8
31015,NE,Boyd,16.3,30.5,37.9
31017,NE,Brown,15.7,29.2,41.0
31019,NE,Buffalo,13.3,23.7,38.9
31021,NE,Burt,15.2,26.7,40.3
31023,NE,Butler,14.1,27.3,38.6
31025,NE,Cass,13.0,25.2,39.6
31027,NE,Cedar,13.2,25.4,40.5
31029,NE,Chase,14.0,27.7,37.3
31031,NE,Cherry,15.9,28.4,40.9
31033,NE,Cheyenne,15.1,29.9,34.7
31035,NE,Clay,15.2,25.9,40.1
31037,NE,Colfax,14.5,31.8,39.0
31039,NE,Cuming,14.2,26.5,40.4
31041,NE,Custer,14.1,26.0,40.2
31043,NE,Dakota,14.9,32.7,44.6
31045,NE,Dawes,12.3,25.5,35.5
31047,NE,Dawson,15.0,32.0,41.4
31049,NE,Deuel,15.0,26.3,39.8
31051,NE,Dixon,15.3,31.3,43.3
31053,NE,Dodge,15.0,27.2,39.7
31055,NE,Douglas,13.4,22.1,36.9
31057,NE,Dundy,14.3,29.6,37.4
31059,NE,Fillmore,14.4,28.6,42.1
31061,NE,Franklin,15.9,27.6,39.2
31063,NE,Frontier,13.0,26.7,37.4
31065,NE,Furnas,15.9,29.1,44.4
31067,NE,Gage,15.8,26.5,41.8
31069,NE,Garden,15.9,28.9,40.6
31071,NE,Garfield,13.6,23.7,38.8
31073,NE,Gosper,13.2,26.5,38.4
31075,NE,Grant,13.3,23.5,36.5
31077,NE,Greeley,14.3,26.0,35.3
31079,NE,Hall,14.6,31.2,41.2
31081,NE,Hamilton,12.9,23.0,40.8
31083,NE,Harlan,14.7,26.4,35.4
31085,NE,Hayes,15.4,28.0,41.0
31087,NE,Hitchcock,14.8,29.8,41.6
31089,NE,Holt,14.3,29.4,38.7
31091,NE,Hooker,15.6,26.0,40.3
31093,NE,Howard,14.3,27.6,38.6
31095,NE,Jefferson,14.6,26.9,37.4
31097,NE,Johnson,15.6,30.3,38.1
31099,NE,Kearney,12.8,23.1,38.4
31101,NE,Keith,14.8,31.1,35.7
31103,NE,Keya Paha,15.7,26.4,36.6
31105,NE,Kimball,17.9,30.9,42.5
31107,NE,Knox,17.2,29.9,39.8
31109,NE,Lancaster,11.7,20.5,35.7
31111,NE,Lincoln,15.5,27.5,40.1
31113,NE,Logan,12.5,23.7,35.9
31115,NE,Loup,13.6,27.2,36.7
31117,NE,McPherson,13.2,28.6,39.3
31119,NE,Madison,14.4,27.7,40.0
31121,NE,Merrick,15.0,28.8,39.3
31123,NE,Morrill,15.9,32.1,41.9
31125,NE,Nance,16.7,28.6,40.7
31127,NE,Nemaha,14.8,28.6,40.7
31129,NE,Nuckolls,13.5,24.9,41.8
31131,NE,Otoe,13.7,27.3,40.7
31133,NE,Pawnee,17.2,29.5,38.4
31135,NE,Perkins,14.3,24.6,40.6
31137,NE,Phelps,14.5,27.2,39.1
31139,NE,Pierce,14.3,25.1,39.2
31141,NE,Platte,13.8,27.2,41.8
31143,NE,Polk,13.6,28.3,40.4
31145,NE,Red Willow,14.3,29.6,42.5
31147,NE,Richardson,16.6,31.5,45.3
31149,NE,Rock,13.4,27.6,38.8
31151,NE,Saline,14.5,29.2,40.4
31153,NE,Sarpy,11.1,21.3,35.6
31155,NE,Saunders,12.9,23.5,39.3
31157,NE,Scotts Bluff,14.6,27.8,39.6
31159,NE,Seward,12.6,23.2,35.6
31161,NE,Sheridan,15.0,29.1,36.7
31163,NE,Sherman,16.1,26.9,41.4
31165,NE,Sioux,18.2,29.3,42.6
31167,NE,Stanton,13.6,27.5,39.8
31169,NE,Thayer,15.0,26.6,40.0
31171,NE,Thomas,12.9,25.8,36.6
31173,NE,Thurston,21.0,30.0,45.4
31175,NE,Valley,14.0,25.9,42.2
31177,NE,Washington,12.3,23.1,41.2
31179,NE,Wayne,14.3,25.2,37.3
31181,NE,Webster,14.6,27.0,39.1
31183,NE,Wheeler,12.8,23.5,38.3
31185,NE,York,14.1,25.6,40.9
32001,NV,Churchill,16.4,25.2,37.9
32003,NV,Clark,14.8,26.5,31.2
32005,NV,Douglas,12.6,21.4,27.1
32007,NV,Elko,17.1,25.6,38.0
32009,NV,Esmeralda,19.0,28.9,36.6
32011,NV,Eureka,21.3,29.4,38.8
32013,NV,Humboldt,15.6,26.8,36.0
32015,NV,Lander,17.8,27.4,34.9
32017,NV,Lincoln,15.6,22.1,31.6
32019,NV,Lyon,15.9,25.9,35.2
32021,NV,Mineral,22.2,31.6,38.4
32023,NV,Nye,18.6,32.1,39.7
32027,NV,Pershing,16.8,26.5,35.7
32029,NV,Storey,12.1,19.6,31.8
32031,NV,Washoe,12.6,21.6,28.5
32033,NV,White Pine,17.5,26.8,34.4
32510,NV,Carson City,14.7,23.6,33.1
33001,NH,Belknap,12.4,18.9,30.5
33003,NH,Carroll,11.2,18.0,30.7
33005,NH,Cheshire,11.9,20.8,29.9
33007,NH,Coos,15.6,25.6,36.1
33009,NH,Grafton,11.4,19.7,26.5
33011,NH,Hillsborough,10.7,21.4,32.8
33013,NH,Merrimack,10.6,18.8,33.2
33015,NH,Rockingham,9.9,17.4,30.7
33017,NH,Strafford,11.3,19.3,32.4
33019,NH,Sullivan,13.0,22.7,33.5
34001,NJ,Atlantic,12.9,26.7,30.9
34003,NJ,Bergen,8.4,20.6,25.6
34005,NJ,Burlington,11.0,22.5,30.2
34007,NJ,Camden,13.1,25.5,29.8
34009,NJ,Cape May,12.5,22.9,33.9
34011,NJ,Cumberland,16.6,32.0,40.4
34013,NJ,Essex,12.3,28.9,29.6
34015,NJ,Gloucester,11.9,22.7,31.5
34017,NJ,Hudson,10.6,27.9,27.8
34019,NJ,Hunterdon,8.8,17.9,26.3
34021,NJ,Mercer,10.5,24.4,25.5
34023,NJ,Middlesex,10.1,24.7,29.7
34025,NJ,Monmouth,9.8,18.4,30.3
34027,NJ,Morris,8.5,18.1,22.8
34029,NJ,Ocean,14.0,23.8,29.8
34031,NJ,Passaic,12.5,30.5,31.1
34033,NJ,Salem,14.7,26.5,34.0
34035,NJ,Somerset,8.2,19.8,25.8
34037,NJ,Sussex,11.2,20.1,26.9
34039,NJ,Union,11.4,24.8,29.4
34041,NJ,Warren,11.7,23.6,32.3
35001,NM,Bernalillo,12.0,23.2,33.2
35003,NM,Catron,14.8,27.3,32.2
35005,NM,Chaves,15.5,30.4,40.3
35006,NM,Cibola,19.7,28.7,39.1
35007,NM,Colfax,14.0,25.2,31.5
35009,NM,Curry,15.1,28.5,39.4
35011,NM,De Baca,14.8,27.7,33.0
35013,NM,Do̱a Ana,12.1,27.8,37.5
35015,NM,Eddy,13.3,26.4,39.8
35017,NM,Grant,13.7,28.3,33.9
35019,NM,Guadalupe,14.6,33.2,37.5
35021,NM,Harding,14.3,32.2,35.3
35023,NM,Hidalgo,15.3,28.9,34.7
35025,NM,Lea,14.8,30.2,37.0
35027,NM,Lincoln,13.3,22.9,30.0
35028,NM,Los Alamos,7.1,13.5,25.4
35029,NM,Luna,18.0,34.6,35.7
35031,NM,McKinley,26.8,32.1,41.4
35033,NM,Mora,10.6,27.6,33.1
35035,NM,Otero,14.9,24.4,38.1
35037,NM,Quay,16.6,29.2,38.2
35039,NM,Rio Arriba,14.2,30.8,40.2
35041,NM,Roosevelt,15.0,27.6,34.7
35043,NM,Sandoval,11.4,22.1,32.6
35045,NM,San Juan,20.5,25.8,35.2
35047,NM,San Miguel,12.3,29.8,38.0
35049,NM,Santa Fe,10.4,21.4,25.6
35051,NM,Sierra,15.8,27.2,36.8
35053,NM,Socorro,16.8,30.9,37.5
35055,NM,Taos,11.7,25.2,28.1
35057,NM,Torrance,17.0,30.7,34.7
35059,NM,Union,15.9,28.2,34.7
35061,NM,Valencia,13.7,29.0,35.4
36001,NY,Albany,10.5,21.0,30.9
36003,NY,Allegany,15.4,25.5,34.4
36005,NY,Bronx,13.2,37.5,33.5
36007,NY,Broome,14.6,24.4,33.1
36009,NY,Cattaraugus,17.1,28.4,35.7
36011,NY,Cayuga,15.5,28.1,35.7
36013,NY,Chautauqua,14.9,26.3,36.7
36015,NY,Chemung,14.9,25.1,30.8
36017,NY,Chenango,15.7,25.7,36.1
36019,NY,Clinton,15.2,25.9,33.8
36021,NY,Columbia,12.9,22.3,30.8
36023,NY,Cortland,14.4,23.8,32.3
36025,NY,Delaware,14.5,28.6,33.4
36027,NY,Dutchess,11.3,20.7,28.5
36029,NY,Erie,12.8,24.8,33.0
36031,NY,Essex,14.0,23.4,34.8
36033,NY,Franklin,16.3,28.9,40.7
36035,NY,Fulton,16.0,26.7,35.8
36037,NY,Genesee,13.9,24.8,30.1
36039,NY,Greene,13.5,26.2,34.5
36041,NY,Hamilton,14.2,27.0,31.0
36043,NY,Herkimer,14.6,26.2,37.0
36045,NY,Jefferson,14.8,25.5,37.8
36047,NY,Kings,12.1,25.7,25.0
36049,NY,Lewis,15.4,26.0,40.9
36051,NY,Livingston,13.3,23.1,31.9
36053,NY,Madison,12.5,21.6,36.4
36055,NY,Monroe,11.6,25.4,31.4
36057,NY,Montgomery,15.5,27.7,38.9
36059,NY,Nassau,8.7,23.2,28.4
36061,NY,New York,8.5,20.0,19.2
36063,NY,Niagara,13.7,24.8,39.5
36065,NY,Oneida,14.7,28.1,36.1
36067,NY,Onondaga,12.4,23.1,37.4
36069,NY,Ontario,11.9,22.0,30.8
36071,NY,Orange,12.2,25.6,32.4
36073,NY,Orleans,15.7,28.3,32.8
36075,NY,Oswego,16.2,28.5,36.7
36077,NY,Otsego,14.0,23.8,29.9
36079,NY,Putnam,9.6,20.4,27.3
36081,NY,Queens,11.0,31.0,24.0
36083,NY,Rensselaer,11.9,22.5,31.7
36085,NY,Richmond,12.1,26.5,30.0
36087,NY,Rockland,11.4,27.2,30.5
36089,NY,St. Lawrence,15.3,27.4,42.9
36091,NY,Saratoga,10.6,19.8,33.1
36093,NY,Schenectady,12.1,21.9,34.3
36095,NY,Schoharie,14.3,23.6,33.0
36097,NY,Schuyler,15.1,26.2,31.7
36099,NY,Seneca,15.7,28.4,34.8
36101,NY,Steuben,14.6,24.5,34.8
36103,NY,Suffolk,9.6,23.1,29.7
36105,NY,Sullivan,13.7,28.7,31.9
36107,NY,Tioga,13.9,24.2,30.5
36109,NY,Tompkins,10.8,19.0,24.6
36111,NY,Ulster,11.8,22.8,30.6
36113,NY,Warren,12.6,21.5,31.0
36115,NY,Washington,14.9,26.7,31.2
36117,NY,Wayne,14.2,26.0,37.1
36119,NY,Westchester,9.2,21.0,26.0
36121,NY,Wyoming,15.1,24.6,35.4
36123,NY,Yates,15.8,25.0,34.5
37001,NC,Alamance,14.3,24.4,38.5
37003,NC,Alexander,16.8,26.3,36.5
37005,NC,Alleghany,17.2,29.6,36.6
37007,NC,Anson,19.7,31.7,43.3
37009,NC,Ashe,16.2,23.8,36.2
37011,NC,Avery,16.5,25.4,37.1
37013,NC,Beaufort,16.8,28.3,37.0
37015,NC,Bertie,18.3,34.2,43.0
37017,NC,Bladen,16.8,31.3,41.3
37019,NC,Brunswick,13.0,19.9,32.9
37021,NC,Buncombe,12.3,19.2,31.2
37023,NC,Burke,17.4,28.4,36.7
37025,NC,Cabarrus,12.1,21.3,33.3
37027,NC,Caldwell,17.0,25.5,33.4
37029,NC,Camden,13.1,21.2,35.2
37031,NC,Carteret,12.7,22.1,33.7
37033,NC,Caswell,17.4,26.9,39.1
37035,NC,Catawba,15.0,24.3,37.4
37037,NC,Chatham,11.5,22.5,30.1
37039,NC,Cherokee,15.6,27.1,34.8
37041,NC,Chowan,17.6,30.2,40.6
37043,NC,Clay,13.8,25.5,35.3
37045,NC,Cleveland,16.4,27.5,38.6
37047,NC,Columbus,19.0,31.1,41.2
37049,NC,Craven,14.8,24.8,37.5
37051,NC,Cumberland,14.8,25.9,40.1
37053,NC,Currituck,12.9,20.4,33.6
37055,NC,Dare,11.4,18.4,31.0
37057,NC,Davidson,15.8,25.1,36.0
37059,NC,Davie,14.0,23.6,33.4
37061,NC,Duplin,16.3,28.5,39.4
37063,NC,Durham,10.7,21.6,36.1
37065,NC,Edgecombe,18.4,33.5,43.7
37067,NC,Forsyth,13.8,24.5,41.2
37069,NC,Franklin,14.8,24.0,38.8
37071,NC,Gaston,15.0,25.3,36.2
37073,NC,Gates,16.6,26.7,38.5
37075,NC,Graham,16.6,25.7,35.1
37077,NC,Granville,15.4,26.5,36.2
37079,NC,Greene,19.7,32.4,42.7
37081,NC,Guilford,13.5,23.7,38.6
37083,NC,Halifax,19.8,35.2,42.6
37085,NC,Harnett,15.3,25.7,36.9
37087,NC,Haywood,14.4,21.8,33.2
37089,NC,Henderson,12.7,21.0,30.3
37091,NC,Hertford,18.8,31.6,43.3
37093,NC,Hoke,16.2,28.1,38.5
37095,NC,Hyde,19.0,31.5,41.0
37097,NC,Iredell,12.9,21.6,32.8
37099,NC,Jackson,16.1,24.2,36.7
37101,NC,Johnston,14.2,23.1,34.5
37103,NC,Jones,18.6,28.6,39.6
37105,NC,Lee,15.6,27.4,37.8
37107,NC,Lenoir,20.0,34.2,42.5
37109,NC,Lincoln,14.0,22.9,34.4
37111,NC,McDowell,17.3,24.6,35.2
37113,NC,Macon,14.9,27.0,35.3
37115,NC,Madison,14.6,23.0,34.9
37117,NC,Martin,18.2,31.2,40.4
37119,NC,Mecklenburg,10.8,20.9,29.7
37121,NC,Mitchell,15.1,24.9,37.2
37123,NC,Montgomery,16.9,27.3,38.7
37125,NC,Moore,11.4,19.2,32.8
37127,NC,Nash,15.9,27.5,38.3
37129,NC,New Hanover,12.2,20.9,31.1
37131,NC,Northampton,18.4,33.6,42.7
37133,NC,Onslow,15.1,20.9,36.0
37135,NC,Orange,10.3,18.1,29.5
37137,NC,Pamlico,15.1,23.5,36.0
37139,NC,Pasquotank,13.9,24.4,38.7
37141,NC,Pender,14.3,22.1,36.3
37143,NC,Perquimans,15.9,24.6,37.5
37145,NC,Person,16.5,28.4,38.5
37147,NC,Pitt,13.8,25.9,40.8
37149,NC,Polk,14.1,25.1,35.7
37151,NC,Randolph,16.9,27.8,39.9
37153,NC,Richmond,19.5,32.1,43.0
37155,NC,Robeson,22.5,35.6,48.1
37157,NC,Rockingham,17.6,26.8,37.3
37159,NC,Rowan,15.9,27.3,37.4
37161,NC,Rutherford,17.3,26.8,38.0
37163,NC,Sampson,17.5,30.6,41.8
37165,NC,Scotland,22.0,33.7,45.2
37167,NC,Stanly,16.0,24.2,36.3
37169,NC,Stokes,16.2,26.3,36.8
37171,NC,Surry,17.5,27.1,40.9
37173,NC,Swain,20.4,28.0,40.7
37175,NC,Transylvania,13.1,19.7,34.4
37177,NC,Tyrrell,18.8,32.1,41.3
37179,NC,Union,11.8,21.1,33.4
37181,NC,Vance,17.8,30.0,42.6
37183,NC,Wake,9.6,18.0,29.3
37185,NC,Warren,18.6,33.8,43.9
37187,NC,Washington,20.2,35.0,43.6
37189,NC,Watauga,15.1,21.5,37.0
37191,NC,Wayne,16.8,27.6,39.5
37193,NC,Wilkes,17.1,28.0,38.0
37195,NC,Wilson,18.4,31.9,38.4
37197,NC,Yadkin,16.7,27.1,36.3
37199,NC,Yancey,16.6,24.0,35.6
38001,ND,Adams,16.7,25.6,35.7
38003,ND,Barnes,14.3,23.8,38.5
38005,ND,Benson,23.1,31.3,43.8
38007,ND,Billings,13.5,24.8,36.4
38009,ND,Bottineau,13.4,24.4,37.7
38011,ND,Bowman,14.5,24.5,36.7
38013,ND,Burke,13.5,22.6,37.2
38015,ND,Burleigh,11.8,18.4,35.5
38017,ND,Cass,12.0,18.3,33.8
38019,ND,Cavalier,13.4,23.9,40.1
38021,ND,Dickey,13.8,24.3,38.7
38023,ND,Divide,14.1,23.1,37.4
38025,ND,Dunn,14.8,22.7,36.5
38027,ND,Eddy,16.8,27.5,38.7
38029,ND,Emmons,14.7,26.0,38.8
38031,ND,Foster,13.3,24.4,35.7
38033,ND,Golden Valley,16.5,25.7,37.6
38035,ND,Grand Forks,12.9,21.5,35.2
38037,ND,Grant,17.8,30.9,41.3
38039,ND,Griggs,12.3,20.7,36.8
38041,ND,Hettinger,15.3,25.1,37.9
38043,ND,Kidder,14.5,26.9,39.9
38045,ND,LaMoure,15.0,25.8,34.4
38047,ND,Logan,14.9,25.0,39.8
38049,ND,McHenry,15.5,24.2,41.7
38051,ND,McIntosh,17.1,29.2,35.8
38053,ND,McKenzie,15.0,24.2,40.9
38055,ND,McLean,13.6,25.2,40.2
38057,ND,Mercer,15.1,23.3,39.6
38059,ND,Morton,13.6,22.5,38.4
38061,ND,Mountrail,19.2,29.4,41.8
38063,ND,Nelson,13.9,23.8,39.6
38065,ND,Oliver,13.7,21.7,34.6
38067,ND,Pembina,14.7,26.5,42.1
38069,ND,Pierce,14.9,25.8,40.9
38071,ND,Ramsey,15.4,24.4,41.4
38073,ND,Ransom,14.8,25.1,37.9
38075,ND,Renville,14.4,24.4,39.0
38077,ND,Richland,13.2,23.7,36.1
38079,ND,Rolette,26.2,34.5,50.2
38081,ND,Sargent,13.8,24.5,41.3
38083,ND,Sheridan,13.8,23.6,37.6
38085,ND,Sioux,33.6,39.1,49.7
38087,ND,Slope,15.2,27.0,38.3
38089,ND,Stark,14.3,23.2,37.5
38091,ND,Steele,14.8,22.4,35.0
38093,ND,Stutsman,15.3,24.7,40.3
38095,ND,Towner,16.9,30.3,43.9
38097,ND,Traill,13.0,22.5,38.2
38099,ND,Walsh,14.8,26.7,36.0
38101,ND,Ward,12.6,22.6,33.9
38103,ND,Wells,15.9,23.7,38.2
38105,ND,Williams,15.6,24.1,40.2
39001,OH,Adams,21.9,35.3,40.3
39003,OH,Allen,17.6,28.1,39.7
39005,OH,Ashland,18.4,29.0,38.5
39007,OH,Ashtabula,20.5,32.7,45.7
39009,OH,Athens,15.2,26.5,37.9
39011,OH,Auglaize,15.7,25.0,39.5
39013,OH,Belmont,18.6,30.2,40.9
39015,OH,Brown,19.7,32.3,41.6
39017,OH,Butler,15.2,27.8,39.6
39019,OH,Carroll,19.0,30.0,38.9
39021,OH,Champaign,16.4,25.9,43.2
39023,OH,Clark,18.5,33.5,42.4
39025,OH,Clermont,15.7,25.3,34.4
39027,OH,Clinton,18.3,30.3,39.7
39029,OH,Columbiana,18.5,29.8,41.0
39031,OH,Coshocton,20.6,32.3,41.4
39033,OH,Crawford,19.0,30.2,39.5
39035,OH,Cuyahoga,14.8,24.7,35.3
39037,OH,Darke,18.4,30.0,36.6
39039,OH,Defiance,16.4,26.4,35.3
39041,OH,Delaware,10.1,17.7,31.5
39043,OH,Erie,14.9,28.0,40.1
39045,OH,Fairfield,14.4,23.5,35.3
39047,OH,Fayette,19.9,30.8,41.3
39049,OH,Franklin,14.0,23.7,33.7
39051,OH,Fulton,15.1,25.7,36.8
39053,OH,Gallia,20.8,35.2,36.6
39055,OH,Geauga,12.8,21.2,32.7
39057,OH,Greene,12.3,21.9,38.5
39059,OH,Guernsey,19.0,30.8,38.3
39061,OH,Hamilton,14.3,23.8,35.6
39063,OH,Hancock,14.5,26.7,39.6
39065,OH,Hardin,17.7,30.4,40.3
39067,OH,Harrison,19.5,31.6,41.4
39069,OH,Henry,16.1,26.4,38.6
39071,OH,Highland,20.0,32.7,41.1
39073,OH,Hocking,20.8,33.4,36.1
39075,OH,Holmes,22.3,33.9,38.2
39077,OH,Huron,17.2,28.9,35.0
39079,OH,Jackson,20.3,33.8,44.5
39081,OH,Jefferson,18.6,31.3,43.1
39083,OH,Knox,16.4,27.6,37.1
39085,OH,Lake,14.5,25.4,36.8
